post_id,platform,post_type,day_of_week,hour_of_day,is_weekend,hashtag_count,caption_length,follower_count,likes,comments,shares,engagement_rate
P00762,instagram,image,Sat,19,1,2,248,25798,1102,171,83,5.505
P00763,instagram,image,Wed,16,0,17,154,113487,2958,530,432,3.143
P00764,instagram,text,Wed,21,0,7,253,53767,1329,151,239,3.219
P00765,twitter,image,Tue,18,0,13,378,22110,373,63,60,2.047
P00766,facebook,image,Tue,22,0,8,86,168066,5836,691,387,4.527
P00767,facebook,image,Thu,4,0,15,29,62870,796,153,108,1.653
P00768,linkedin,image,Mon,6,0,12,213,119211,1813,289,354,2.102
P00769,twitter,video,Sat,5,1,3,52,34792,629,52,96,2.517
P00770,instagram,image,Thu,1,0,3,96,68191,1955,242,195,3.621
P00771,linkedin,video,Sun,18,1,17,316,77477,2898,193,244,4.539
P00772,linkedin,video,Thu,15,0,10,170,27212,1056,131,174,5.385
P00773,instagram,carousel,Wed,2,0,5,222,194684,4445,752,675,2.729
P00774,linkedin,image,Thu,4,0,2,311,62664,507,49,95,1.073
P00775,instagram,text,Tue,4,0,2,55,116754,1958,372,360,2.196
P00776,facebook,video,Sat,9,1,18,194,113321,3012,217,303,3.187
P00777,facebook,image,Sat,10,1,19,18,86161,1497,209,198,2.082
P00778,instagram,carousel,Tue,6,0,7,202,117328,3577,673,276,3.915
P00779,instagram,text,Fri,22,0,4,93,113404,3544,552,284,4.215
P00780,instagram,image,Thu,5,0,8,364,16473,266,51,21,2.223
P00781,instagram,text,Tue,13,0,2,108,133980,2568,517,495,2.587
P00782,facebook,video,Mon,10,0,10,84,23284,832,116,66,4.371
P00783,instagram,video,Sat,9,1,12,10,87273,4153,711,545,6.356
P00784,instagram,text,Tue,19,0,19,57,73260,1670,110,194,2.834
P00785,facebook,video,Thu,23,0,6,90,89818,3287,418,372,5.018
P00786,facebook,carousel,Tue,0,0,3,95,14844,441,45,59,3.853
P00787,facebook,image,Fri,11,0,2,296,140429,3339,587,223,3.159
P00788,twitter,carousel,Mon,2,0,7,355,84003,1192,181,135,1.83
P00789,instagram,video,Wed,10,0,12,342,12642,465,66,58,4.686
P00790,linkedin,image,Thu,14,0,1,382,1204,13,2,2,1.284
P00791,instagram,video,Thu,9,0,15,359,108246,2933,207,422,3.245
P00792,linkedin,image,Fri,7,0,9,184,133418,3034,548,509,2.827
P00793,twitter,image,Tue,7,0,15,159,109691,2238,186,271,2.822
P00794,linkedin,image,Thu,7,0,9,261,144229,4366,441,334,3.613
P00795,facebook,image,Sat,7,1,3,131,151472,4944,670,534,3.914
P00796,facebook,image,Wed,8,0,0,243,174457,2986,302,525,2.055
P00797,instagram,image,Tue,16,0,11,399,196537,2662,408,246,1.755
P00798,facebook,carousel,Sat,2,1,10,83,177016,5391,948,501,4.197
P00799,linkedin,carousel,Sat,0,1,16,308,159253,5693,930,1011,4.396
P00800,twitter,carousel,Fri,12,0,17,374,86478,1448,130,277,2.209
P00801,facebook,image,Sat,16,1,3,217,101005,2996,272,259,3.946
P00802,instagram,text,Sat,6,1,6,145,123401,2886,210,483,3.083
P00803,facebook,video,Sat,4,1,4,105,34305,1014,128,120,3.773
P00804,instagram,image,Thu,14,0,2,71,135691,4224,359,559,4.151
P00805,instagram,image,Mon,9,0,0,131,117858,2879,293,358,3.041
P00806,instagram,carousel,Fri,17,0,1,299,104278,3160,531,582,3.802
P00807,linkedin,image,Tue,3,0,10,208,166942,2013,376,178,1.554
P00808,instagram,video,Sat,2,1,3,92,137589,4556,851,819,4.676
P00809,instagram,text,Thu,13,0,3,219,186516,3466,206,209,2.211
P00810,instagram,image,Sun,9,1,2,324,195313,4798,673,711,3.225
P00811,linkedin,image,Fri,17,0,14,10,165149,4204,365,631,3.317
P00812,facebook,text,Thu,12,0,12,13,59932,1125,128,184,2.444
P00813,instagram,video,Sun,8,1,19,383,38199,654,80,124,2.27
P00814,instagram,image,Thu,3,0,2,300,60212,1066,192,167,2.21
P00815,facebook,text,Wed,3,0,4,232,142658,1090,176,191,1.088
P00816,instagram,text,Wed,18,0,9,362,172926,4058,375,368,2.824
P00817,facebook,video,Sun,5,1,12,237,176090,4241,677,885,3.366
P00818,facebook,video,Sat,12,1,2,210,136954,6648,1136,757,5.711
P00819,twitter,image,Tue,19,0,4,88,136362,4612,325,533,4.258
P00820,instagram,image,Thu,21,0,8,325,190411,3383,627,477,2.502
P00821,facebook,video,Wed,6,0,0,307,137307,2849,260,325,2.645
P00822,instagram,image,Fri,2,0,7,121,28624,943,82,138,4.395
P00823,twitter,carousel,Mon,18,0,15,296,100282,3090,513,311,3.655
P00824,twitter,carousel,Fri,16,0,10,292,72055,2500,154,227,4.265
P00825,linkedin,image,Sat,7,1,8,42,127576,4541,726,836,4.587
P00826,facebook,video,Tue,14,0,9,68,127348,5479,421,1023,5.628
P00827,instagram,image,Tue,4,0,18,240,59228,907,119,106,1.802
P00828,linkedin,text,Fri,16,0,10,251,60289,942,132,172,1.952
P00829,linkedin,image,Tue,17,0,10,264,18217,505,89,59,3.565
P00830,instagram,video,Sun,7,1,18,152,59003,1809,315,211,4.036
P00831,facebook,video,Sat,11,1,3,335,165629,5044,799,955,4.068
P00832,facebook,video,Sun,8,1,1,181,131198,4075,445,573,3.855
P00833,linkedin,carousel,Thu,0,0,8,86,188657,6105,516,978,4.106
P00834,facebook,carousel,Sun,3,1,6,50,185300,6107,838,674,3.984
P00835,facebook,video,Mon,23,0,4,351,171436,4219,537,489,3.143
P00836,facebook,carousel,Wed,10,0,2,284,36347,701,51,52,2.45
P00837,instagram,text,Mon,3,0,17,187,67115,644,122,122,1.244
P00838,instagram,video,Fri,1,0,12,87,11968,392,39,35,4.024
P00839,instagram,video,Thu,8,0,13,43,19159,662,44,86,4.536
P00840,linkedin,image,Wed,23,0,2,65,46596,1272,215,94,3.297
P00841,facebook,carousel,Wed,9,0,6,46,56387,2078,299,318,4.919
P00842,facebook,video,Fri,23,0,12,214,3570,105,16,12,3.675
P00843,instagram,video,Tue,11,0,10,83,168645,7358,576,1119,5.232
P00844,instagram,image,Thu,18,0,13,55,105637,4405,489,556,5.114
P00845,facebook,text,Fri,18,0,13,116,131334,3614,551,303,3.662
P00846,instagram,video,Tue,0,0,8,281,130884,3410,318,216,3.233
P00847,instagram,carousel,Tue,0,0,15,201,193355,2372,390,231,1.678
P00848,linkedin,image,Wed,22,0,5,65,29892,930,96,161,4.388
P00849,instagram,text,Fri,22,0,1,300,68864,1860,161,302,3.299
P00850,instagram,image,Tue,3,0,18,198,62022,998,62,102,1.959
P00851,facebook,image,Wed,15,0,0,78,110518,3147,350,463,4.048
P00852,linkedin,text,Thu,22,0,5,278,105474,2219,197,195,2.498
P00853,instagram,text,Tue,22,0,2,397,158112,1006,166,181,0.83
P00854,linkedin,image,Thu,7,0,4,218,112347,2811,360,493,2.994
P00855,twitter,video,Mon,19,0,7,68,47181,2002,166,306,5.185
P00856,facebook,carousel,Mon,15,0,2,127,113164,3471,444,245,3.673
P00857,facebook,text,Tue,22,0,9,241,192835,4616,406,524,2.902
P00858,linkedin,video,Wed,3,0,18,399,115983,49,5,9,0.05
P00859,facebook,video,Mon,14,0,2,371,118683,3159,552,290,3.351
P00860,facebook,carousel,Sun,0,1,18,373,35611,321,53,51,1.227
P00861,facebook,carousel,Wed,8,0,8,333,2075,66,10,13,4.2
P00862,instagram,carousel,Sat,0,1,11,232,42312,1313,126,206,3.818
P00863,instagram,video,Sun,10,1,8,260,5518,214,18,33,5.352
P00864,facebook,image,Sat,19,1,6,294,90724,3464,517,415,4.548
P00865,instagram,text,Sat,15,1,2,287,176502,2588,378,506,2.006
P00866,facebook,text,Mon,7,0,11,257,89625,1497,202,161,2.009
P00867,facebook,carousel,Wed,10,0,18,58,129233,3577,683,649,3.582
P00868,twitter,image,Sat,8,1,10,352,171197,3093,318,349,2.187
P00869,instagram,image,Fri,17,0,11,8,152732,5364,827,799,4.163
P00870,facebook,carousel,Mon,6,0,12,173,130299,2430,337,451,2.443
P00871,facebook,image,Thu,2,0,7,176,156911,2733,250,357,2.165
P00872,instagram,text,Sat,12,1,2,398,56472,684,51,75,1.649
P00873,instagram,video,Sat,19,1,10,40,84381,4816,655,324,6.959
P00874,instagram,carousel,Wed,11,0,17,192,80099,1880,182,299,2.852
P00875,instagram,text,Tue,4,0,6,146,159822,2526,406,381,2.123
P00876,instagram,video,Wed,1,0,17,43,82050,1690,288,183,2.926
P00877,facebook,image,Wed,22,0,17,93,187537,4937,617,889,3.443
P00878,facebook,video,Wed,18,0,4,171,37730,1718,245,336,6.277
P00879,instagram,video,Wed,3,0,11,366,34848,907,124,153,3.163
P00880,instagram,video,Thu,1,0,14,158,143375,3264,428,486,3.08
P00881,instagram,video,Mon,3,0,9,352,152945,3458,566,607,2.687
P00882,facebook,text,Tue,9,0,13,294,135967,3292,224,535,2.863
P00883,instagram,video,Wed,19,0,18,328,61904,2956,523,214,5.71
P00884,facebook,image,Tue,3,0,12,342,2321,35,2,7,1.908
P00885,instagram,video,Sun,19,1,16,287,64637,2234,214,317,4.67
P00886,instagram,video,Fri,0,0,16,294,93592,2279,335,394,2.966
P00887,twitter,image,Sun,17,1,16,65,82844,2295,167,359,3.44
P00888,instagram,image,Thu,6,0,17,288,184448,498,45,67,0.319
P00889,instagram,carousel,Mon,23,0,4,24,172812,6824,590,746,5.219
P00890,instagram,image,Sun,11,1,0,296,155119,3597,621,267,3.272
P00891,twitter,text,Thu,6,0,3,263,4900,50,6,5,1.206
P00892,facebook,image,Fri,5,0,4,303,25919,278,19,40,1.3
P00893,facebook,image,Wed,19,0,13,258,87068,2592,339,482,4.06
P00894,twitter,carousel,Thu,9,0,10,150,124526,2863,251,178,2.843
P00895,instagram,text,Thu,8,0,9,150,136169,1954,410,198,2.05
P00896,twitter,image,Tue,17,0,0,240,59608,1229,95,184,2.63
P00897,instagram,image,Thu,12,0,13,191,22527,527,77,55,3.101
P00898,facebook,image,Sat,15,1,7,139,65969,2474,321,210,4.954
P00899,facebook,video,Mon,10,0,15,198,158554,5639,825,445,4.828
P00900,instagram,video,Mon,1,0,2,216,197320,6706,1318,1029,4.585
P00901,twitter,image,Sat,0,1,5,99,188409,4870,533,694,3.365
P00902,instagram,image,Thu,0,0,1,257,118850,2664,451,491,3.04
P00903,twitter,video,Sun,13,1,5,129,18641,1014,125,107,7.068
P00904,instagram,text,Fri,12,0,18,110,193560,2281,337,185,1.498
P00905,facebook,carousel,Fri,17,0,9,170,31013,1051,113,169,4.202
P00906,twitter,video,Sun,21,1,8,45,54025,2526,229,469,5.834
P00907,instagram,image,Fri,4,0,5,243,194832,4153,329,485,2.895
P00908,twitter,image,Wed,22,0,5,294,101024,2508,214,485,3.517
P00909,facebook,image,Thu,22,0,13,382,39972,1043,185,160,3.164
P00910,linkedin,carousel,Tue,14,0,19,117,100670,2173,337,369,2.598
P00911,instagram,text,Wed,12,0,14,217,16248,582,51,64,4.23
P00912,facebook,text,Fri,4,0,14,203,63478,551,67,39,1.029
P00913,facebook,text,Tue,4,0,9,293,190462,2173,332,169,1.435
P00914,facebook,text,Fri,0,0,1,251,60064,867,89,131,1.731
P00915,instagram,text,Fri,15,0,14,323,178578,1712,210,304,1.25
P00916,instagram,image,Wed,10,0,16,341,108816,1768,263,207,1.987
P00917,linkedin,image,Mon,4,0,10,49,131317,2353,203,156,2.125
P00918,instagram,image,Fri,3,0,1,145,140747,3006,376,208,2.606
P00919,linkedin,video,Sat,1,1,14,262,110510,2540,237,366,3.015
P00920,twitter,image,Sat,15,1,18,219,7342,104,7,20,1.875
P00921,instagram,carousel,Wed,16,0,4,195,183886,5604,897,678,4.098
P00922,instagram,video,Fri,15,0,3,73,95267,4200,672,640,5.839
P00923,facebook,video,Wed,2,0,14,231,131276,3208,583,406,2.969
P00924,instagram,image,Wed,0,0,6,297,110998,2532,214,437,2.833
P00925,facebook,image,Wed,2,0,14,20,131850,1960,329,354,2.016
P00926,facebook,image,Tue,18,0,14,238,71261,1460,262,127,2.539
P00927,facebook,text,Sun,17,1,5,362,168815,3714,562,578,2.906
P00928,instagram,video,Fri,7,0,0,231,45251,1268,237,218,3.575
P00929,facebook,carousel,Tue,1,0,11,381,130822,1814,359,343,1.835
P00930,facebook,image,Sun,7,1,8,144,115793,3312,554,464,3.675
P00931,instagram,video,Tue,19,0,17,6,100983,3434,636,287,4.201
P00932,facebook,video,Fri,3,0,7,274,4882,92,13,12,2.316
P00933,linkedin,carousel,Tue,19,0,4,89,78249,3127,383,448,4.915
P00934,facebook,carousel,Wed,11,0,17,8,9986,241,45,25,3.18
P00935,facebook,image,Fri,3,0,14,76,100875,120,20,22,0.148
P00936,instagram,text,Sun,22,1,12,373,137708,2522,209,250,2.489
P00937,instagram,image,Sun,12,1,19,313,104734,2162,225,396,2.676
P00938,instagram,text,Sun,16,1,15,113,151531,2264,219,266,1.898
P00939,instagram,image,Tue,2,0,17,241,72485,2002,338,125,3.439
P00940,twitter,image,Mon,8,0,15,139,61574,1040,91,130,2.018
P00941,instagram,carousel,Sun,15,1,8,75,89899,3417,368,517,5.097
P00942,linkedin,image,Sun,15,1,1,395,46211,578,71,96,1.512
P00943,instagram,video,Tue,1,0,12,326,160473,3537,273,493,2.952
P00944,instagram,video,Mon,14,0,15,148,162040,6581,1229,500,5.189
P00945,facebook,image,Fri,22,0,19,144,83594,2447,294,424,3.552
P00946,instagram,carousel,Mon,18,0,13,327,158615,7134,609,940,5.563
P00947,linkedin,text,Mon,4,0,11,187,5599,105,10,10,2.259
P00948,twitter,text,Sun,21,1,11,153,31379,1127,178,192,4.366
P00949,linkedin,image,Thu,16,0,2,157,56962,1745,267,146,4.132
P00950,instagram,video,Mon,1,0,0,181,77890,3441,391,242,5.203
P00951,linkedin,image,Fri,3,0,0,210,46732,1173,116,144,2.987
P00952,instagram,image,Wed,22,0,18,20,102681,2328,427,343,2.966
P00953,twitter,image,Thu,5,0,15,194,158819,2068,372,296,1.841
P00954,facebook,text,Sun,2,1,5,178,91518,353,58,68,0.517
P00955,instagram,text,Tue,10,0,8,113,90133,2947,338,272,3.961
P00956,instagram,carousel,Fri,12,0,9,145,12449,366,64,65,3.491
P00957,instagram,video,Sat,13,1,4,172,56421,2078,305,131,4.465
P00958,instagram,video,Wed,15,0,8,149,161547,6518,793,531,5.312
P00959,twitter,video,Sun,23,1,6,363,162235,3491,720,338,3.037
P00960,linkedin,video,Thu,18,0,13,213,21302,843,151,63,5.088
P00961,twitter,video,Thu,0,0,15,203,4333,120,20,15,3.657
P00962,instagram,image,Sun,2,1,1,108,166288,3968,700,754,3.321
P00963,facebook,image,Fri,0,0,9,366,35263,303,39,56,1.202
P00964,instagram,text,Sun,9,1,19,14,115122,1757,245,302,2.111
P00965,facebook,video,Sat,8,1,17,222,165477,5184,490,360,4.286
P00966,instagram,text,Fri,22,0,15,71,157571,4090,551,687,3.193
P00967,instagram,image,Tue,8,0,14,308,110355,2221,255,263,2.657
P00968,facebook,video,Wed,0,0,0,154,75639,2361,261,380,4.078
P00969,instagram,image,Sun,21,1,19,120,154843,5294,971,823,4.329
P00970,facebook,image,Fri,6,0,14,27,139099,3359,265,270,2.861
P00971,facebook,image,Tue,21,0,17,317,167716,1036,169,129,0.76
P00972,instagram,image,Wed,18,0,18,161,103012,2571,252,460,3.133
P00973,twitter,text,Sat,21,1,5,109,188421,5465,356,514,3.574
P00974,facebook,image,Tue,19,0,0,338,154063,3461,232,521,2.781
P00975,linkedin,video,Mon,3,0,13,12,13153,247,29,45,2.341
P00976,facebook,video,Sat,15,1,9,190,59131,2293,283,255,5.007
P00977,linkedin,video,Wed,9,0,0,68,159947,4692,490,531,3.737
P00978,linkedin,video,Sat,15,1,5,55,23657,944,143,117,5.187
P00979,linkedin,image,Thu,17,0,19,13,141898,1466,190,253,1.36
P00980,facebook,text,Sun,12,1,7,78,68445,1910,148,242,3.769
P00981,instagram,carousel,Thu,7,0,5,379,41801,1307,147,171,4.151
P00982,instagram,carousel,Sun,21,1,13,180,108212,3998,315,378,4.834
P00983,facebook,video,Sat,15,1,13,399,186374,4489,321,849,3.061
P00984,instagram,image,Tue,21,0,6,110,179583,5721,523,1028,4.111
P00985,instagram,text,Sun,5,1,16,306,81138,394,66,61,0.678
P00986,instagram,image,Sat,20,1,11,40,1237,45,7,9,4.796
P00987,facebook,image,Mon,7,0,3,47,177578,4400,792,690,3.276
P00988,instagram,image,Mon,11,0,6,11,179502,4624,721,837,3.196
P00989,facebook,carousel,Tue,20,0,16,360,121220,2603,359,230,2.864
P00990,linkedin,video,Mon,8,0,1,270,125898,3934,456,407,4.456
P00991,linkedin,carousel,Wed,6,0,0,298,105586,1006,71,196,1.337
P00992,instagram,carousel,Sun,21,1,13,371,2993,108,16,13,4.656
P00993,facebook,image,Thu,23,0,8,136,32325,796,86,95,3.381
P00994,facebook,text,Mon,7,0,5,290,29105,607,59,98,2.692
P00995,facebook,video,Thu,7,0,9,203,182908,6529,1225,939,4.541
P00996,facebook,video,Tue,5,0,3,219,10440,247,20,25,2.817
P00997,instagram,image,Sat,0,1,7,266,111554,3301,220,371,3.706
P00998,twitter,text,Mon,13,0,4,190,72878,1711,352,221,3.331
P00999,instagram,image,Sat,6,1,11,14,1715,39,4,3,3.001
P01000,linkedin,image,Thu,20,0,13,34,183887,5622,613,501,3.733
P01001,facebook,video,Mon,4,0,18,203,4147,63,5,9,2.054
P01002,instagram,image,Fri,15,0,1,230,171232,3602,388,551,2.508
P01003,linkedin,image,Thu,12,0,6,294,155637,2576,487,304,2.123
P01004,instagram,video,Sat,14,1,5,231,158839,5200,870,643,4.586
P01005,linkedin,video,Fri,2,0,11,79,32806,1010,134,158,4.181
P01006,facebook,text,Sat,11,1,10,149,176276,5947,574,468,4.035
P01007,instagram,image,Thu,15,0,17,180,119948,3071,313,319,3.016
P01008,instagram,carousel,Mon,8,0,18,393,80691,1236,166,106,1.847
P01009,linkedin,video,Mon,20,0,15,215,136375,4544,458,700,4.454
P01010,instagram,carousel,Thu,12,0,3,255,68617,2407,192,181,4.302
P01011,linkedin,video,Wed,8,0,0,295,56233,1057,172,137,2.564
P01012,linkedin,video,Sat,0,1,17,148,58001,1390,251,201,3.163
P01013,facebook,text,Wed,4,0,18,385,114078,46,8,8,0.05
P01014,instagram,image,Sun,11,1,5,271,120408,4249,674,615,4.174
P01015,linkedin,image,Tue,9,0,0,340,48431,666,90,126,1.796
P01016,twitter,carousel,Wed,20,0,13,300,49499,1455,242,222,3.796
P01017,instagram,carousel,Sat,18,1,11,250,189289,6535,1272,757,4.71
P01018,instagram,image,Mon,3,0,17,17,103218,1802,124,173,2.296
P01019,instagram,video,Wed,14,0,11,235,172103,5022,646,394,4.113
P01020,instagram,text,Sat,10,1,15,56,66370,2288,194,215,4.16
P01021,linkedin,carousel,Fri,2,0,15,243,57964,703,150,64,1.725
P01022,facebook,text,Sat,15,1,0,282,56878,852,152,92,1.867
P01023,facebook,video,Thu,12,0,2,220,105998,4642,816,753,5.911
P01024,instagram,carousel,Sun,2,1,15,126,155923,4441,458,686,3.692
P01025,instagram,image,Sun,11,1,3,28,100376,3239,634,357,4.347
P01026,instagram,text,Sun,17,1,4,270,59340,1356,94,180,3.007
P01027,linkedin,video,Mon,7,0,15,280,192024,6237,549,572,4.153
P01028,facebook,carousel,Fri,8,0,4,193,114698,2932,411,369,3.211
P01029,instagram,video,Mon,2,0,2,287,79108,2122,326,255,3.189
P01030,linkedin,video,Tue,4,0,0,312,2431,43,8,5,2.377
P01031,instagram,carousel,Wed,23,0,9,207,112664,3266,332,315,3.68
P01032,instagram,video,Fri,14,0,12,23,124402,4013,428,711,3.862
P01033,instagram,text,Thu,4,0,14,348,185776,1803,232,252,1.306
P01034,twitter,video,Sun,11,1,18,189,46524,1413,90,181,3.659
P01035,linkedin,video,Wed,4,0,13,270,32980,1056,171,64,3.797
P01036,facebook,image,Fri,10,0,15,364,199858,2906,294,240,1.758
P01037,instagram,video,Sat,3,1,4,148,110321,3608,321,393,4.164
P01038,instagram,video,Sun,14,1,6,250,5860,239,27,43,5.037
P01039,facebook,image,Tue,13,0,6,12,21581,655,103,57,3.931
P01040,instagram,image,Sat,15,1,1,354,95341,2299,399,234,3.054
P01041,twitter,carousel,Mon,10,0,19,28,123691,1967,166,346,1.88
P01042,linkedin,carousel,Thu,6,0,4,218,49118,1221,111,162,3.371
P01043,facebook,carousel,Wed,5,0,8,143,73453,1944,343,194,3.231
P01044,linkedin,image,Sun,5,1,7,19,147381,2889,391,422,2.527
P01045,twitter,image,Sat,10,1,0,187,193543,3566,425,489,2.536
P01046,facebook,image,Sun,10,1,18,374,98466,339,30,62,0.433
P01047,facebook,carousel,Sat,16,1,4,70,83374,3172,579,226,4.646
P01048,twitter,text,Wed,1,0,2,120,72545,505,78,83,0.887
P01049,instagram,image,Sat,6,1,6,79,27669,813,71,77,3.56
P01050,linkedin,carousel,Mon,20,0,2,54,11028,412,32,71,4.955
P01051,instagram,image,Thu,21,0,19,95,166882,5087,425,819,3.641
P01052,facebook,image,Mon,22,0,3,230,7909,186,17,31,2.942
P01053,linkedin,image,Sat,7,1,6,313,164262,5271,393,878,3.911
P01054,facebook,image,Sun,3,1,5,277,49828,987,97,162,2.673
P01055,facebook,carousel,Fri,4,0,0,309,139124,2234,180,187,2.093
P01056,facebook,text,Sat,3,1,0,287,190342,1624,170,107,1.02
P01057,instagram,image,Tue,22,0,10,156,149887,3973,554,472,3.746
P01058,instagram,video,Sun,21,1,4,360,146039,5129,644,671,4.617
P01059,instagram,carousel,Thu,19,0,1,73,53310,2072,337,204,4.757
P01060,facebook,text,Fri,17,0,5,281,119834,3049,283,467,3.135
P01061,facebook,video,Sat,8,1,5,48,128589,4656,780,688,4.374
P01062,instagram,image,Fri,11,0,8,307,85346,1875,326,340,2.71
P01063,linkedin,video,Wed,20,0,19,39,8084,312,54,33,4.589
P01064,instagram,image,Fri,19,0,6,90,182530,6313,555,1048,4.464
P01065,facebook,text,Fri,12,0,14,159,39779,779,73,122,2.468
P01066,facebook,video,Sun,20,1,15,279,194704,7051,958,1269,4.378
P01067,instagram,carousel,Thu,8,0,1,22,186489,6227,496,985,4.147
P01068,linkedin,image,Thu,9,0,10,106,4263,112,9,12,3.657
P01069,facebook,video,Thu,20,0,8,136,147977,6305,479,430,5.643
P01070,instagram,text,Mon,9,0,10,293,126999,1853,262,347,1.864
P01071,twitter,video,Mon,18,0,3,384,46519,1214,195,182,3.209
P01072,linkedin,video,Mon,10,0,9,247,162650,5915,574,993,4.653
P01073,linkedin,text,Fri,7,0,2,205,22720,591,104,94,3.188
P01074,linkedin,text,Wed,5,0,18,137,50113,603,94,90,1.458
P01075,twitter,image,Sun,14,1,11,329,189809,3640,284,616,2.592
P01076,instagram,video,Fri,11,0,0,47,148696,5223,598,942,4.433
P01077,facebook,video,Mon,8,0,10,56,22881,893,65,161,4.982
P01078,facebook,video,Mon,17,0,18,84,29243,885,171,106,4.121
P01079,instagram,image,Wed,0,0,14,110,51785,799,128,55,1.995
P01080,instagram,image,Sun,2,1,5,187,14577,375,57,26,3.285
P01081,instagram,text,Mon,23,0,17,378,36935,216,31,25,0.712
P01082,facebook,text,Tue,15,0,3,261,114566,3091,316,536,3.508
P01083,linkedin,carousel,Mon,13,0,4,156,1989,76,15,14,5.378
P01084,linkedin,text,Wed,0,0,3,88,57845,1212,223,142,2.711
P01085,instagram,carousel,Sun,14,1,18,261,63169,1900,285,184,3.643
P01086,instagram,carousel,Fri,10,0,14,104,194188,4625,570,593,3.031
P01087,facebook,carousel,Thu,14,0,10,390,194848,1622,119,289,1.113
P01088,facebook,video,Tue,0,0,13,193,169171,3869,244,525,2.729
P01089,twitter,video,Wed,13,0,5,222,68709,2550,225,226,5.13
P01090,linkedin,image,Thu,13,0,1,361,105698,2332,341,268,2.945
P01091,twitter,video,Tue,6,0,16,125,101108,1631,276,225,2.107
P01092,linkedin,image,Fri,1,0,19,191,172104,1941,347,249,1.391
P01093,twitter,image,Sun,23,1,0,215,149314,4688,384,756,3.804
P01094,facebook,video,Tue,17,0,1,112,181361,6810,745,1376,5.298
P01095,instagram,video,Tue,14,0,11,26,110440,4477,303,328,4.951
P01096,instagram,image,Mon,18,0,0,117,183880,5969,1100,535,4.017
P01097,instagram,carousel,Sat,16,1,14,49,148846,5854,899,626,4.715
P01098,instagram,text,Thu,3,0,18,271,147896,207,24,20,0.168
P01099,instagram,image,Tue,10,0,5,7,132496,4980,656,554,4.602
P01100,twitter,image,Tue,21,0,5,130,67465,1956,285,145,3.98
P01101,instagram,image,Mon,6,0,17,354,121908,649,65,49,0.712
P01102,twitter,carousel,Thu,23,0,7,229,71638,2416,197,385,4.013
P01103,linkedin,carousel,Fri,1,0,4,270,130104,3514,355,268,3.42
P01104,facebook,image,Tue,7,0,1,269,51330,993,95,168,2.477
P01105,facebook,carousel,Mon,8,0,16,122,159933,5224,660,503,3.901
P01106,instagram,image,Thu,14,0,18,254,114487,2095,204,204,2.202
P01107,facebook,video,Fri,4,0,1,92,142183,3956,601,294,3.439
P01108,instagram,text,Wed,5,0,16,256,44747,879,113,54,2.359
P01109,twitter,image,Tue,15,0,3,274,158459,2435,350,290,2.143
P01110,instagram,image,Tue,6,0,2,351,160619,2042,364,335,1.563
P01111,instagram,video,Sat,21,1,7,368,29546,1304,127,219,5.225
P01112,linkedin,video,Sun,20,1,8,14,70328,3703,594,294,7.444
P01113,facebook,text,Sat,7,1,17,123,135695,2336,159,169,2.347
P01114,facebook,text,Thu,13,0,13,221,174772,3213,485,258,2.244
P01115,facebook,image,Sat,7,1,2,132,147535,3647,470,594,3.177
P01116,instagram,image,Wed,8,0,11,249,94603,2104,209,208,3.12
P01117,facebook,carousel,Mon,16,0,17,342,60343,906,61,89,2.029
P01118,instagram,image,Wed,7,0,13,106,182038,3751,605,696,2.753
P01119,instagram,text,Fri,3,0,4,357,174978,918,143,169,0.701
P01120,instagram,carousel,Fri,6,0,2,353,179416,1863,261,262,1.249
P01121,instagram,image,Sun,22,1,9,366,61289,1711,201,142,3.492
P01122,instagram,carousel,Sun,6,1,9,34,87566,2149,302,234,3.029
P01123,facebook,image,Tue,8,0,7,120,49144,1217,186,128,3.528
P01124,instagram,video,Mon,15,0,2,54,190931,7580,733,1163,5.196
P01125,instagram,video,Tue,2,0,2,52,173485,4514,615,773,3.48
P01126,facebook,video,Sun,6,1,10,25,35066,929,114,72,3.199
P01127,instagram,carousel,Sat,4,1,18,178,49780,1232,193,204,2.935
P01128,facebook,carousel,Mon,22,0,11,39,110633,3530,432,445,4.179
P01129,twitter,text,Tue,22,0,8,121,83392,2965,328,454,4.203
P01130,facebook,text,Thu,18,0,18,392,92250,1065,225,84,1.644
P01131,twitter,video,Fri,5,0,13,354,73900,1375,256,158,2.485
P01132,instagram,image,Sun,14,1,14,375,134950,2545,231,161,2.311
P01133,instagram,carousel,Sat,15,1,11,19,179663,6927,1296,1119,5.113
P01134,linkedin,text,Tue,20,0,15,266,183485,4250,323,294,2.763
P01135,linkedin,image,Mon,3,0,10,255,91319,2520,465,288,3.766
P01136,linkedin,video,Fri,17,0,12,57,165664,6018,502,941,4.433
P01137,instagram,video,Thu,4,0,12,362,139014,3090,392,528,3.043
P01138,linkedin,image,Sun,13,1,15,164,39783,981,200,153,3.381
P01139,instagram,carousel,Fri,21,0,17,390,158910,2875,224,448,2.359
P01140,instagram,video,Thu,1,0,5,50,70408,2317,369,317,3.91
P01141,instagram,carousel,Wed,3,0,13,261,125766,2784,352,403,2.81
P01142,twitter,carousel,Mon,19,0,0,56,144266,4414,339,472,3.847
P01143,instagram,carousel,Sun,0,1,10,380,188767,3093,640,233,2.336
P01144,linkedin,video,Sat,16,1,17,245,189689,4707,697,626,3.503
